#node1	node2
P42224	Q13287
P46094	Q9NRJ3
P07288	P35222
P27986	Q8IZP0
O75925	Q99856
P41220	Q86VX9
P21281	Q14108
P11308	Q15047
P13500	P51679
P09769	P42336
P51685	P52333
P98170	Q9UHD2
P19387	Q8N201
P08588	Q5TCQ9
Q14789	Q9UEU0
P10600	Q16665
O14746	P01106
O00744	Q9Y5W5
P30450	Q8N109
P63104	Q9Y265
O75674	Q9NP72
P60520	Q8WYN0
Q08AD1	Q16630
P40337	P62942
Q8N3U4	Q99459
O95166	Q86V97
Q9NRG4	Q9NTJ3
O15069	Q12851
P63104	Q01813
P27986	P63211
P07766	Q92569
O43283	P30048
P09234	Q86XP3
P38432	Q12800
Q14103	Q9UKM9
P09529	Q8NER5
Q15714	Q8TDY2
O60238	Q92934
Q93034	Q96S21
P19838	Q9NPB9
O95983	Q12873
P31749	Q9Y6K9
P12110	P56199
P09693	P43405
P45984	Q8NER1
P08238	Q96A26
P13987	P52735
P14316	P68400
Q96CV9	Q9GZV4
P30480	P40939
P27708	Q13233
406883	Q2Q1W2
P36873	Q13464
P00533	P55060
Q08945	Q6DRA6
P42701	Q9UHD0
Q15843	Q9Y5V3
O43306	Q13557
P08246	P20674
P11831	P43694
O43374	P01112
O43318	Q99759
O60262	Q9Y272
P62070	Q9UJF2
P38398	P62136
P19878	P62873
P21283	Q96G23
O76013	Q9NX58
P25963	P63167
P0C0S8	Q9BY41
P11362	Q00722
P67870	Q9UHY1
P05013	Q01344
P20809	Q5VWK5
P25490	Q9Y265
P05198	P41091
O43776	Q92611
Q96T60	Q9UHI6
O15303	P09471
O14775	Q9UBY5
O14508	P40238
P81877	Q01844
P15374	Q14CW9
P51784	Q9BXW4
P08107	Q9UBR2
P61026	P61966
O43915	P21802
P28482	Q13873
P21802	Q9GZV9
Q07890	Q8NHR9
Q03701	Q05086
Q02080	Q14934
P62158	Q9NYJ8
P22694	Q14524
P02768	Q9UBP0
P63279	Q01826
P30793	Q02447
P01569	Q6UXL0
Q04206	Q9Y6Q6
P17252	Q86YW0
Q12866	Q14393
P11362	P14210
P26010	Q92752
Q00978	Q5VTD9
P04637	Q13564
P27361	Q02930
P09471	P16473
P01567	P26992
P47756	Q9BYC9
P27986	P30874
P22612	Q02846
P19012	Q8N6Y0
Q13404	Q99496
P42336	Q9UBI6
P25786	P25788
P00441	Q13501
O00629	Q8IY92
Q8WV28	Q96B97
P60568	Q8IU57
O43924	P61225
Q13315	Q92925
O15527	Q13952
P40337	Q02543
Q00839	Q99697
P33993	Q9Y5N6
P06729	P09382
P38405	Q8NGV6
P36507	Q9Y6X8
Q6MZQ0	Q9BPZ7
Q13137	Q8N2W9
P22607	Q9NRA1
P05412	Q13469
P51784	Q13107
P48507	Q9BRT8
P38646	P49642
P10070	Q9Y6M4
O60739	Q12888
P17066	Q99836
P78352	Q9NQT8
O75815	Q03252
P84090	Q13418
Q14197	Q9NWU5
P63167	Q9Y5J5
P30504	Q13263
P04632	P98170
P15880	P63220
P22681	P43403
O15287	P11511
Q92793	Q92830
P63279	Q13432
P41221	P56705
Q7Z434	Q9UHD2
Q12873	Q13155
P04626	Q05397
O15198	P46019
P49674	Q5SW24
O00329	O60262
Q86WN2	Q9UHF4
P13805	Q9UNN5
O00144	Q96HF1
P51587	Q13315
O15455	Q02556
P23025	Q92889
P09038	P68400
Q9C0J8	Q9Y2X7
P40763	Q92993
P46527	P63104
O00574	P10147
Q15059	Q8IUQ4
P23511	Q13952
P25445	P50591
O14490	P16333
O00401	P08238
P20333	Q9Y575
P17252	Q70SY1
O14776	Q15365
Q12851	Q12933
P46776	P62750
P06756	P13612
O75791	Q15464
O95793	Q00839
Q9HC98	Q9Y230
P05423	P62875
Q14164	Q6P1L8
O00626	P25024
P50876	Q13404
Q92519	Q9NRR5
P23396	P62280
P51685	Q92583
Q6WCQ1	Q9H0H5
Q06187	Q9NR96
Q9NWA0	Q9Y3C7
P14784	P20809
O43390	Q08211
O15027	Q13315
O95782	P08729
P08887	P29350
P48200	P67809
Q9UBN1	Q9Y2T4
O00329	P59768
O94788	Q9Y2X8
O76027	Q9NRX3
O14920	Q07021
Q07955	Q8IWZ8
406906	Q96QU8
P14618	P22694
P37235	P54253
P19338	Q13535
P31947	P61981
Q01094	Q15744
P30153	Q14164
O15264	P10412
P01137	P07996
P40763	Q13287
P60568	Q14626
O00629	P21980
P42229	Q92731
Q00013	Q15418
P01116	Q86YV0
Q13573	Q8N6R0
P61981	Q07955
O15551	O95832
O60381	Q01844
P26006	Q9Y490
P35626	Q8NGJ4
P41743	Q8IY92
P62280	P62993
P06733	P60709
P81605	Q00005
Q9H1J5	Q9UP38
P08107	P31946
P19174	Q9UPX8
Q15047	Q9NPA5
P60568	Q9UHF4
P29275	P50148
O14613	P60953
O15264	Q16644
P05412	Q53GL0
Q13136	Q99459
P50552	Q9UKX5
P16104	Q9Y5B9
P13612	Q17RW2
P49207	P62633
P30154	Q92736
O00221	Q13748
P40938	Q14696
P62993	Q13480
P13805	Q9Y2I6
P31947	Q14153
P31749	Q15653
P05771	P51817
O60739	P49903
Q03169	Q04206
Q8WX92	Q99459
O95551	P11388
O75916	P04899
O14980	Q99567
Q13555	Q9UBN1
O76094	P12757
P17535	P35354
A6NHL2	Q9BUF5
P33993	Q05086
P12004	Q9Y4K3
Q15750	Q9UIC8
O75914	Q96L33
P61006	P61026
Q93034	Q96Q27
Q9H0R8	Q9P035
Q07890	Q96N67
P02749	Q14289
P49366	Q6ZVK8
P53779	P62873
O00206	Q13114
P06241	P12931
Q8IYW5	Q9Y3C5
Q96RU3	Q9UQ16
P26599	P49023
P01566	P26992
P54132	Q13472
P50148	Q99677
P47992	P51685
O94875	Q13444
Q13315	Q9UPN9
P78417	Q92993
P35222	P35869
P41743	Q15334
Q5EB52	Q6UXH1
P48544	P61952
P01024	P0C0L5
O14610	P45984
O14807	O95267
P12004	Q01831
P11021	P61289
P23258	Q8WUM4
P15153	P53365
P38405	Q8NGZ6
Q16548	Q9BXH1
P05771	Q9NR12
P11182	Q14197
P50148	Q9H1C0
O00590	Q16627
P32121	Q96R69
P29460	P48357
P14209	Q14974
P62081	P63220
P05386	P15927
P11215	P51617
P55795	P63244
P62875	Q9Y250
P01241	P27361
Q86YB8	Q8NBS9
P35626	Q8NGG0
O60729	Q13042
P23458	Q99570
O14640	P60763
O75832	P62195
O60884	Q15796
O14965	O15111
P35579	Q96QT4
P16403	Q96HA7
O14939	P48736
Q15796	Q9UJ70
O15455	Q15311
Q92844	Q9P2J5
Q6PJ69	Q9H832
P06748	P30480
Q12873	Q15714
O95149	Q9UPP5
P15882	Q92730
Q9NYG5	Q9UJX6
P32121	Q9GZK7
O95167	Q9Y6M9
P38606	Q16637
P01574	P20226
O15198	Q8NAM6
P10275	P16118
Q9UBC3	Q9UJW3
P42768	P68032
O94776	P01137
P07333	P46109
Q5QNW6	Q9P0U4
P17301	P26010
A8K6C2	P14784
O60343	Q9ULJ6
P15924	P78527
P16220	Q6IV72
O15379	Q9BTM1
P31947	P61962
P01111	P17252
P18146	Q15742
P12980	Q6ZUS6
P18146	P26651
P08588	P25098
Q13077	Q96B97
P17480	Q9NXR8
P61968	P67870
P61077	Q9BY78
Q16363	Q9UKX5
Q9H492	Q9NRD5
O95467	P47900
P31749	Q04206
O15031	P21246
P49759	Q9BZL1
P04637	P48730
P35222	Q13526
P14209	Q9UMX0
Q05513	Q92569
P32121	Q8NGQ4
Q02818	Q14790
P49450	P49454
P53350	Q13410
O15085	O95477
P22301	Q13018
P46092	Q92583
O75494	P08621
P43360	Q13547
O75159	Q6UXL0
Q9BQ66	Q9BYR7
P16188	Q8N423
O15162	Q9NQX5
Q6QNY1	Q9H7E9
P22003	Q16671
P19174	Q96LZ3
Q5QNW6	Q9UPS6
P67870	Q8TAE8
P10916	P61586
Q93079	Q9UBL3
P17252	P62714
P78317	Q8IX04
O00151	P16871
O00750	P04626
P59768	Q8TCU6
Q15819	Q9C035
Q13617	Q15370
Q8IXJ6	Q92830
P05023	P28482
O95750	P08581
Q13435	Q9Y5S9
O15479	P67870
P07477	Q96RI0
P51617	Q16539
P12931	Q16513
O96019	Q99459
P09544	Q6FHJ7
Q13153	Q15052
P24723	P60709
407013	P36896
Q92574	Q9UGJ0
Q06432	Q9Y5P8
P41594	Q5JWF2
P60484	P68400
B2RTY4	P0CAP1
O75578	P60709
P10721	Q99704
Q92769	Q99877
P11274	P46108
P36873	Q8TD86
P31269	Q15654
P04899	P46092
O15264	P05412
P15498	Q06124
O43521	P21675
P24941	Q15843
O14764	Q9H0R8
P08729	Q13191
P35520	Q8IV36
Q4VXU2	Q9UFF9
Q9GZT5	Q9NPG1
P35609	Q13797
P17568	P51970
Q13432	Q96GX8
Q13243	Q8IYB3
P36897	Q9UJX4
O75578	P04004
P02545	Q05655
O15067	P11171
O15467	P51684
O14561	Q9P0J0
O75676	Q13573
P01111	Q7Z569
O75365	P31689
P01106	P13747
P16871	P23458
P20290	Q9Y4K3
Q13177	Q9BX66
407021	Q8NFU7
Q00653	Q99460
P06756	P22105
Q14684	Q9NX58
O75197	Q9H1J5
P38936	Q5VU43
P42892	Q14209
406938	Q13464
P10914	P17676
O43261	P34896
P01106	Q13501
P06756	Q9HBI0
Q92956	Q9UBB4
P62917	Q92901
O00716	O43683
Q5UIP0	Q9Y3A3
P42771	Q14164
P45985	Q13177
P25025	P50552
P18545	P62873
O60220	Q16186
O75030	P01100
P41231	P50148
P51571	Q13233
A0JLT2	P52435
O60486	O75326
P03891	P17568
P38405	Q15622
P01579	Q92786
P06400	Q8TDY2
Q12923	Q92851
O43541	Q96FA3
P36575	Q14749
P51805	Q00535
P00519	Q8TAS1
P08670	P55055
Q06546	Q09472
P17252	Q5SW24
P11171	P30086
P48556	Q99460
P51817	Q9NY47
P05412	P53539
O00459	P40197
P51617	Q15654
P15018	Q8IU57
Q13555	Q8IWT1
P55157	Q14767
P11309	Q14765
P0CG48	Q99808
P26358	Q6BDS2
Q07890	Q8IZP0
O95166	Q8IXH6
P05060	Q99700
P51965	P78317
P25205	P30504
O14802	Q9NVU0
P02686	P49759
P04637	P17028
P51617	P58753
P38405	Q9NZP0
Q02750	Q9P286
O14514	Q9UQB8
P60880	Q9C026
768220	Q16288
P18124	P61254
Q14197	Q96EY8
O43592	P62826
P62191	Q9UET6
P17980	P50990
P08670	P17861
Q8IWF7	Q9BQY4
P18124	P18621
P17931	P55211
Q8NFH5	Q9UKX7
P06493	P30304
P50876	P62256
Q13698	Q9Y691
Q8N6P7	Q9GZX6
O14561	O95167
P05388	P46779
P62258	Q99469
Q15750	Q9H4K7
P04083	P12956
P19838	Q9UNN5
P29350	P43403
P35221	Q15022
P41235	Q15596
Q15399	Q9BXR5
P29274	P38405
P55072	Q9Y4K3
P56750	P56856
O15111	Q9NYJ8
P17980	Q9BUZ4
P55769	P83876
P05388	P46778
P04141	Q04864
O75815	P00533
P61077	Q8N9I9
P30450	Q99706
P17252	Q15904
P23229	Q07889
Q05193	Q14247
O15371	P62993
P35222	Q16288
P61254	Q15843
Q01196	Q99706
O43187	P31749
P18848	Q9BY44
P23528	Q12792
P05107	P35354
Q13131	Q9UBK2
P25942	Q99460
P16220	Q9BZ72
P17676	P17947
P20333	Q9P035
P25205	Q13315
P37268	Q9BTV4
O60231	Q13435
P40337	P62330
P16885	Q92569
Q15834	Q7Z3B4
P01563	P31785
O95013	P32121
O95178	Q9P0J0
P20702	Q5JRA6
Q8WXH2	Q9Y6E0
Q15714	Q9UGU5
P54284	Q13362
P04181	Q14197
O75558	Q96QD8
P25205	P62330
O75159	P40189
P19419	P62380
O75716	P41235
P50395	P62491
O75038	O94806
P05386	P18124
P10721	Q9HCT0
Q9HAU4	Q9Y3E1
P19438	Q96EY1
Q14192	Q15311
Q13347	Q99613
P63218	Q9NQ66
P78537	Q96EV8
P07339	P16104
O00329	Q07889
P10276	Q15466
P40225	Q14626
P50150	P51828
P01889	P08579
P50402	Q15417
P02686	Q13501
P13727	P15976
P56545	Q03112
O95967	Q9H5Z6
P19838	P52294
P56524	Q96A08
Q9HC73	Q9NYY1
P23527	Q969S8
P49841	Q96BR1
Q15796	Q8WXI9
O43281	O60504
Q9BTY7	Q9H3H1
P08138	Q9Y5V3
P51532	P84243
P16104	P60709
P30480	Q15185
P31946	Q13627
P32121	Q6IFG1
P08581	P49767
P0C7T3	P38405
P38936	P55273
P07900	P27540
Q13310	Q8IZH2
P54727	P68104
Q02224	Q9Y6A5
P02751	P31431
P62306	P62308
Q5VYV7	Q9UBW8
P12270	P25054
O15479	P62807
P05388	Q9H4L4
P46777	P63104
O43679	P38398
P06241	Q92988
P15336	Q13557
P06400	Q12824
P61764	Q16623
Q16695	Q9Y294
Q9P2Y5	Q9Y4P1
Q08945	Q99880
Q15654	Q9HBW0
P26010	P35609
P13861	Q92667
P26951	Q92569
Q99665	Q9UBD9
P08107	Q9Y572
Q9NYY1	Q9UHF4
P15056	Q15349
P01111	Q13557
P32298	P41597
P49796	P98172
P16520	Q13698
P16885	P62158
P52803	P54756
Q9UHR5	Q9UHX1
P19793	Q15642
Q15323	Q9NYV4
Q96QR1	Q9HAW0
O15344	P68036
Q06187	Q14699
Q13651	Q8IU54
P51532	Q9NZW5
P15498	P52735
Q01668	Q9HAV0
Q16625	Q9HCE7
Q92698	Q9UER7
A0JLT2	P38646
P63104	Q9UI47
Q13114	Q9H171
P27986	Q07890
O14737	P13686
Q04206	Q08211
P02768	P47893
406952	P21453
P62837	Q86XR8
O14964	Q15796
Q16637	Q96N67
Q15418	Q8N122
Q99879	Q9BTM1
P29350	Q99062
P32246	P63096
P10914	P61073
Q15691	Q99661
O94826	P01106
Q06609	Q14209
P08047	P29353
P50914	P61254
P25445	Q00653
Q13467	Q9UBV4
P09429	Q15109
Q15291	Q9Y5Z7
Q13158	Q9HB75
P42702	Q9NYY1
P10966	P30443
P68104	Q9NPD3
P00488	P08567
P68366	Q8IUQ4
Q14164	Q8WU90
O75925	Q9P1Z2
Q16695	Q99525
P14784	P22301
Q02153	Q99684
P68032	Q969Q1
Q14106	Q5JQF8
P31260	P40424
P60763	P98170
O95084	P34896
P62805	Q92925
O75578	Q16787
P01106	Q02548
O75554	Q15029
P05771	Q9HAV0
P53355	Q14457
P19838	Q9Y6K9
P01568	Q9UHF4
P31943	Q15427
P54725	Q9NRR5
P30480	Q9H9A6
O95405	Q9Y3C5
P01106	P19447
P06756	P53420
Q8IZJ0	Q9HC73
P21145	Q86XR7
O15511	Q14247
Q8NHQ1	Q93045
P05013	P15509
P25098	P51684
P11021	Q99558
P05997	P18827
P10966	P30466
Q13151	Q13247
P15941	P43403
P27708	Q16659
P16619	P32302
P62750	Q9Y3U8
P22626	Q08211
O75438	P03897
Q13347	Q99459
P11166	Q7L5N1
P14649	Q86YV6
Q13151	Q14103
P38398	Q15853
P07602	Q9ULX9
P02776	P08567
P49023	Q9ULH1
Q03164	Q8WVC0
P25205	Q09472
P25490	P41182
P56537	Q9Y617
P16333	Q9UPX8
P60953	Q13233
P61586	Q9Y3L3
P13232	Q01344
Q53ET0	Q96BA8
Q04206	Q8WUF5
Q6UWZ7	Q96RL1
P11142	Q99558
P49917	Q13426
Q15382	Q9UI14
Q92835	Q99704
P07954	P56537
P03950	Q15904
P23297	P26447
Q9H1K0	Q9NZN3
406983	O60315
P63244	Q9Y561
P62837	Q13233
P01023	P04070
Q86WV6	Q8TCJ2
P33992	Q9Y478
Q9NYG5	Q9UI95
P45984	Q9UQF2
P08581	P46109
P04439	Q13241
P01889	Q16576
574033	P40763
P26010	Q9UQP3
P23470	Q15118
P05129	Q07157
P00450	P27540
P35680	Q07352
P01588	P17181
P26368	Q01081
P40616	Q9Y2Q3
P09874	P18887
P16333	Q9ULW0
Q96K37	Q9H0Q3
Q13315	Q9ULM3
407015	Q15797
Q9H1B4	Q9NPJ8
P13500	P51677
Q99962	Q9ULH1
Q99549	Q9H9B1
Q9H5H4	Q9UI09
Q9BVN2	Q9Y6K9
O14654	P49286
O14974	P14649
Q99878	Q9UBN7
Q9UDY8	Q9Y4K3
O14640	Q9NR80
P41594	Q86YM7
P62917	Q9NXU5
P08514	P21333
O76099	P35626
Q15052	Q99963
Q14774	Q8N806
P49716	Q7RTN6
P01584	Q08945
P35222	Q9ULW2
P67775	Q9Y2T4
P63096	Q96PN6
P02461	Q13797
P49368	Q00005
O75365	Q9UBB6
P22612	Q70SY1
P12830	P35527
P08670	P35900
P62314	Q92993
P23528	P53667
O95484	P56748
P07332	Q8IZP0
Q12789	Q9UL18
P07550	P63092
P41594	Q13555
O14874	Q9Y376
P06241	Q9HCM9
O95467	Q13255
Q13535	Q6PJT7
O15018	Q96RT1
P12004	P24522
P20160	P21281
P11142	P41279
P02751	P17931
P42262	P51817
P52435	Q8N7H5
Q13177	Q14247
O95347	P01106
P11802	P35606
P01106	Q9UGL1
P51965	Q8ND25
P04637	Q15572
A0JLT2	Q3L8U1
P01589	P23458
P36402	Q13308
O00329	P42681
P16520	P62873
P12931	Q9H1R2
Q02556	Q12923
P34810	Q01543
P33993	Q9NS73
P26010	P49023
P01106	P56192
Q13352	Q96HD1
Q3ZCQ8	Q99558
Q13315	Q96T23
Q02543	Q02878
Q96CW5	Q9BQE3
O95201	Q9H7E9
Q147X3	Q9Y4K3
P0C0S5	Q8N257
O75344	P07900
P10415	Q96BY2
Q8NA54	Q99750
P36956	P41743
P04908	Q9BY41
O95777	Q8N5J2
Q96LZ3	Q9UIK4
P07949	Q9Y371
P10275	P18146
P63151	Q92736
Q13526	Q14653
O00459	P61952
P11802	P40305
P20226	P52655
P00533	Q96J02
P17844	Q15428
Q13555	Q14315
Q5T3J3	Q9UGL9
O96013	P36957
P10070	P49841
P53778	Q9H257
Q04759	Q9UEW8
Q16787	Q496J9
P42574	Q14457
P01106	Q7L099
P26651	Q92841
O15360	Q00597
P63104	Q0VF96
O95715	P51679
A8MYU2	Q13237
P55072	Q15418
P54727	Q16531
P06493	P62136
P05112	P15509
P04637	Q92925
Q8IZL2	Q9UBG7
P47870	P60520
O96007	Q9NUQ8
P08754	P42336
P14174	Q9UBN6
Q16514	Q92831
O94832	Q6WCQ1
P10276	Q16659
P52292	Q99459
Q07889	Q2TAY7
P63261	Q13077
P05026	P42338
P62750	P62910
O00303	O75821
P49959	Q10586
P62191	Q5VTR2
P01135	P04637
O43318	Q9Y265
Q5VWQ8	Q99683
Q08211	Q13247
P01229	Q16659
O00716	P78396
O00459	P63218
P61201	Q13616
Q0VG06	Q9HB96
Q99848	Q9UKV8
P49407	P52292
O60921	Q13547
Q8IU54	Q8N6P7
Q9UJ41	Q9UJY4
Q13190	Q9NYM9
Q5VU97	Q9HCS7
O94805	Q68CP9
Q14192	Q9Y6Q6
P30480	Q9Y230
P20366	Q6UXH1
O43303	Q9HC77
P56945	P84022
P84022	Q15796
O60318	P25054
P31152	P51812
P01106	Q6PL18
O00233	P35998
P07996	Q96LA8
O75886	Q99816
P09619	P27449
Q13535	Q8N108
P20333	Q14644
O75116	P61586
Q02750	Q07890
P29317	Q9HCT0
P46734	P53778
O15067	P78396
O14639	Q12933
P06493	Q8WWL7
P33991	Q9Y5B9
P18564	P24821
O75015	Q8N149
P40337	Q16658
P14616	Q92569
P17252	Q15717
A8MYU2	P22694
343477	P21246
P07358	P13987
Q5VVX9	Q9C035
P36873	P49841
Q9NS64	Q9UKB1
P37108	Q96BK5
Q8NFM4	Q9UQM7
P02792	P24522
P63000	Q8N1I0
P01137	P02458
Q9NPB6	Q9NQ66
P41227	P63279
O94829	P62826
P21860	Q05397
Q6FI13	Q8WUI4
O00213	Q92993
Q15075	Q7Z3T8
Q13485	Q13547
P05121	P07204
O15264	P07196
Q9H1R2	Q9H2G2
Q07889	Q8N1I0
Q96QV1	Q9Y478
Q15303	Q6S5L8
Q9BXW9	Q9NW38
P12980	Q96Q42
P35916	P42336
P78543	Q96LI5
P01116	Q07889
P16144	Q05397
O43889	Q53ET0
O95402	Q16637
P19174	Q9BWF2
P01106	P29401
Q12766	Q16637
P40121	Q99459
P48454	Q08209
P04899	P81274
O14920	P25963
P47914	P63173
P63165	Q01082
P10275	Q9BW04
P26992	Q9ULV8
P09936	P40337
Q92481	Q9H270
Q99814	Q9Y6K9
P54257	Q5VV52
P63104	Q9UKX2
P60900	P62987
P62424	P62891
O15504	Q96HA1
P58876	Q9P0M6
Q9NP79	Q9UI14
Q07955	Q99590
Q13487	Q92966
P38405	Q8NH53
P30260	P84022
Q6ZUM4	Q96L33
Q8IY92	Q96HS1
P07996	P18084
P01106	Q9NYL4
P60842	P78344
O00574	P78556
P02766	P41235
O75208	Q9HCE9
406899	Q01196
Q00005	Q08289
P15311	P27986
Q02535	Q15717
P02788	P19338
P78552	Q9UBD9
P25116	P35030
P46108	P53708
Q08828	Q9UBI6
P08047	Q9H3F6
P01889	Q02750
Q01113	Q9NPH9
406887	P05231
P18206	P26368
P60709	Q07820
P62241	P62244
P46108	Q13625
P09544	Q92765
O14512	Q8N6P7
P13612	Q16363
P62888	Q13233
Q04743	Q13952
P01106	Q13239
P13010	P22415
P01106	Q12962
P43116	P84996
P36954	Q9NX70
Q13526	Q14103
P00813	P62993
P07910	P62258
Q8TDH9	Q96EV8
P62244	Q9UKV8
Q8TDR0	Q9P2Q2
Q8IY92	Q9GZR7
P21673	Q13885
O43290	Q99459
P78537	Q96ES7
Q92831	Q9H2G2
P06576	P56381
P11362	P42338
Q96PU8	Q9NTK1
Q04206	Q99623
Q00987	Q9NY61
Q13315	Q9BZK7
P24821	P31431
Q07817	Q99638
O43237	Q96NA2
P34820	Q9H2X0
Q8WYR1	Q99490
P61619	Q99608
P35372	P35626
P09012	P23246
Q13568	Q7Z434
Q15291	Q5QNW6
P04049	Q07890
P06241	P06865
Q92793	Q96BA8
P01236	P08887
Q8NF64	Q9Y467
P01106	P49841
O43143	P19387
P62241	Q00653
P33947	Q13530
O00585	Q9NPB9
P42336	P49841
P31946	Q9Y4H2
O00141	P14866
P36897	Q8TAI7
Q99417	Q9P2K9
P36873	Q9Y6K9
P04150	P31947
O75674	Q99759
Q15910	Q9Y6Q9
P16104	Q16695
O95816	P43686
O60506	Q9H2B2
O00193	P29353
P26992	Q13007
O14641	O60504
Q15633	Q9UKV8
P32121	P51679
P01137	P22897
O43929	P49736
O15360	Q13472
P33992	P33993
Q92993	Q99728
P46108	P84022
P07437	Q6PEY2
Q9GZT6	Q9NXU5
P00519	Q96IW2
Q7Z6G3	Q9BU64
P11171	P68036
P41743	Q13163
A6NM45	O15551
P12931	Q7Z7K6
P05814	P60953
P18146	Q14814
P22612	Q9UD71
P16234	P46108
O75534	P27986
O75676	Q04206
P53778	Q9NYJ8
5512	O95685
O60383	P51693
O15455	Q8WYR1
P16520	Q08462
P56545	Q9BQ52
P51955	Q14240
P30793	P53778
P18206	Q01081
P62820	Q9H8Y8
Q05397	Q08043
P04637	Q07817
Q13402	Q9P202
P42261	Q12959
Q9BQE3	Q9BVA1
P62241	Q99558
P07332	P23458
P11229	P29992
P01589	P51692
P68104	Q8TDR0
P18827	P21926
P84095	Q13153
O14908	Q6P996
P62491	Q7L804
O75578	Q13753
P00736	P05155
P21580	Q8IUC6
P52292	Q9H213
P46109	P53779
P10415	Q00005
Q99880	Q9UQL6
Q9UET6	Q9UJZ1
P00533	Q06124
Q13155	Q9H0B6
O75325	P18206
Q12824	Q13573
Q12824	Q99459
P13805	Q9HAU4
Q13315	Q16695
P01106	Q16739
P20333	Q00839
P67775	Q15257
P13164	P51532
Q9BWU1	Q9H944
P04637	Q12888
O95967	P46379
P55789	Q99627
P07237	Q9UKV8
Q9Y4K3	Q9Y6K9
343477	Q92597
P55072	Q13535
O15169	P41236
O96006	P0DI82
Q07890	Q13797
P21802	Q15147
P52565	Q15669
Q92769	Q93077
Q99836	Q9Y4K3
P29401	P40337
O43924	P36404
P00742	P12259
P41597	Q9Y258
Q96FA3	Q9Y4K3
Q99873	Q9Y3C7
O15511	P61158
P01106	P35250
O95163	P42858
O94972	Q6ZU52
Q09161	Q9BY77
P17252	P42345
P28715	P57721
O43680	P51693
Q92900	Q9NR19
P28799	P80370
P29074	Q92993
P22694	Q12791
P19174	P62158
O00144	Q9NQ66
P29350	Q9Y6Q6
P05412	Q16667
P16104	Q96Q83
Q8IY92	Q92665
Q86Y13	Q9BQ87
Q14152	Q9UBQ5
Q13557	Q14573
O43390	Q8IX12
P62955	Q06190
P22694	Q9HAV0
P08754	P27361
P31152	Q13163
P23497	Q13185
O95989	P13196
O95837	P28223
P56704	Q5T4F7
O43524	Q9UGI9
406979	O43521
O94776	Q12873
P61952	Q9NQ66
O94761	Q06609
406991	Q9Y281
Q8NBZ0	Q9H9F9
P01111	P08754
P27986	Q9H400
P68366	Q96NA2
Q96MF7	Q9NYB0
P49642	Q9Y297
Q13573	Q99848
P17612	P19634
O00750	P27986
Q8IZ69	Q92985
Q07890	Q8IVF5
P0C5Z0	Q96A08
P05109	Q99759
P09543	P48039
P05387	P61254
Q8NFJ9	Q99814
P61956	Q9NX76
P43405	Q9ULY5
P18754	Q7Z699
P21781	P51452
P41743	Q13546
P37023	P84022
P31785	Q15464
P25963	Q8N668
P42695	Q6IBW4
Q12933	Q5T124
P08311	P25116
P35968	Q9H0M0
P51784	Q14145
O14544	P14784
P10912	P16333
Q9H0L4	Q9NRR5
P04844	Q9HC24
P40238	Q9ULV8
P08631	P42684
P00533	P48736
P35613	P53985
P28749	Q9NPF0
P04183	P52943
O95819	Q9Y230
Q99717	Q9H0M0
P43355	Q9NR46
P55211	Q6UXS9
O00329	P05026
O95639	Q6P1J9
Q12931	Q9Y2C9
P38405	Q8NGQ4
P28566	Q9UBU3
O60880	Q13291
P63218	Q8TCU6
P54253	Q09013
O75145	P27986
P38936	P49005
Q8WUM4	Q9BY43
Q16740	Q9BUV8
O14964	Q9Y4K3
P01133	P35916
P14598	Q9BUZ4
P01100	P18846
P04637	Q96CF2
P23443	Q05513
P18564	P49023
Q14197	Q9UBX3
Q16537	Q8WXS5
O75554	P11940
P51532	Q13535
Q02763	Q15147
P11940	Q92597
Q8TDR0	Q9NVK5
O95813	P56705
P54840	Q9UGJ0
P68104	Q9UBC1
Q13620	Q8NHY2
P01303	Q9BXA5
O00220	P04637
O15230	Q15796
Q08462	Q5JWF2
P03372	P56705
O15264	Q06413
P56134	P61106
P43364	Q9NP98
P17812	P30504
P09874	Q9UGN5
P39023	Q14164
P33240	P46379
O15111	O75688
P51571	Q76N89
P06756	P19174
P49585	Q99759
Q13418	Q7Z4I7
P04156	P07237
O75390	P62330
P63010	Q6WCQ1
Q13509	Q92974
P08621	Q15796
P33240	Q9NRR5
P11177	Q9HAW0
P45983	Q96PV7
P36578	Q9UNX3
Q12873	Q8TBC4
P08173	P63096
P52943	Q16637
P16333	Q9UHD2
O95997	Q9UJX5
P17301	Q07890
Q2NL82	Q9NX58
P35226	Q16891
Q8NFM4	Q9NZT1
P01891	P61769
Q13535	Q96R06
Q96GD4	Q9H8Y5
P32121	P34982
O94941	P68036
P55036	P62195
P16455	P22314
P15622	P41227
Q06190	Q9UBN1
P23527	Q13547
P00734	P03951
P35900	Q9NYB9
P07996	P08567
P36507	P67775
P49238	Q13469
A1A5B4	P42224
P01106	P42772
P32121	Q9H2C5
P00533	P07948
Q06609	Q92698
O43678	O95298
P33993	P38936
P10415	P62136
P14866	Q08211
P05106	Q9Y6N6
P51828	P62873
P18440	Q13424
O60641	Q15750
O95471	Q96B33
P51817	Q9UNY4
P01730	P04440
O95471	Q8N6F1
P60763	Q92608
Q02413	Q13315
P15172	P41134
O00590	P80075
P19876	Q04206
P01116	P19174
O95999	P0CG47
P04899	P50150
Q8TF68	Q96CV9
P16220	Q9Y2D5
