#node1	node2
O60238	P32456
P42224	P63279
P17844	P31942
P61218	Q8WVC0
P00918	Q9P2K9
P11217	Q99759
Q8WUI4	Q99880
P01106	Q86UB9
P29692	Q6WCQ1
P05452	P20073
P01308	Q15418
Q9NQB0	Q9UKE5
O00238	Q7Z4P5
P24666	Q14164
P54198	Q13573
P61224	Q86WV1
O14827	P63215
P15692	Q15672
A8MVU1	Q9BUZ4
P04183	Q5T3J3
O60832	P01106
Q8IWF7	Q8N1F8
Q12931	Q13485
Q9ULH1	Q9Y5X1
Q13625	Q9BYC9
O60739	P35544
O43752	P51809
P48380	Q12933
P25205	Q9UNS1
P15882	Q15078
P05060	Q99700
P00736	P02745
P01106	P06748
P02778	P19838
Q8NEE6	Q9UL18
P02771	P42574
P61964	Q6DN03
P62993	Q5JSH3
P98095	Q01955
O75956	Q14703
Q13315	Q8IX12
Q15102	Q8TBB1
P12109	P26006
P41597	P49407
P17301	P53420
Q16665	Q16790
P02775	Q13794
P01106	P07741
P40763	P51813
O14641	Q96H20
P06756	P19174
P15248	Q99665
O75886	P42566
Q8WWM7	Q99836
P01127	P16234
Q13370	Q13557
P23229	P35443
P12004	Q14527
Q9P212	Q9ULU4
O43524	Q96RT1
P08620	P22455
P25098	P46092
P09001	Q9BYC9
P22455	Q9GZP0
Q13315	Q9H0W5
Q12913	Q92841
P33778	Q9Y6F1
Q13535	Q96JP5
P31151	Q99759
P82650	Q9UBC1
O95837	P25100
P0CAP2	Q9P2H0
P15531	Q9GZT8
O14641	P04637
P01589	Q14765
P54253	P63104
Q13467	Q9H1J5
P07437	P62993
P31751	Q15672
Q92621	Q96HA1
P18848	Q16534
P18887	Q7Z2E3
P05113	Q14627
P53350	Q155Q3
P63104	Q8WWI1
P24394	Q9P0W0
O60359	P67775
O75365	Q8NBQ5
P42224	P63151
Q562F6	Q99661
P62330	Q9Y4L1
P35638	Q9H1Y0
406951	P35226
P00505	P11142
O43741	Q9NQR9
P22694	P48436
O60264	Q9NRL2
O14610	P27986
P08311	P35237
P01009	P20823
P19105	P19838
P16520	P48051
O75051	Q8IYU2
P01106	Q495B1
P33176	Q92597
Q15365	Q7Z434
Q8NG27	Q9H1I8
Q14571	Q86YM7
P05387	Q9Y6K9
P60709	Q8TF72
O00214	Q15583
O60658	Q04864
Q8ND25	Q96B02
P38432	Q9H0B6
O75925	P16220
P32121	P47890
P28290	P62258
P35711	Q99717
P62714	Q8IZS8
P63000	Q155Q3
P32121	Q8N0Y5
P46940	P63261
P26373	P27986
P35226	Q5T3J3
P48051	P59768
406894	Q07820
P16220	Q04743
O95149	Q6ZN04
Q494V2	Q9Y239
Q9UGI0	Q9Y4K3
P07197	Q16539
P36406	Q9P0T4
P32302	Q99616
P01106	P04843
P15880	Q9UL18
P41273	Q12933
O43889	Q13976
Q13347	Q14164
P30304	Q13952
P84243	Q9Y6K1
P02792	Q16236
O15372	P41567
O43306	P63096
P51532	Q8TAQ2
Q9HCE1	Q9UL18
P09038	Q02763
P28340	Q15788
P41220	Q9UBQ0
O60566	Q92769
P23677	P62158
Q96PU5	Q9Y3C5
P78406	Q9BW27
P07355	Q14164
P32248	Q16663
O75084	Q9H1J7
O15442	P04183
P05121	Q9UBX5
O95563	P05386
Q71UI9	Q93079
Q96SN8	Q9NRP7
P48643	Q99570
P01116	Q9UJF2
P21291	Q14192
P13500	P49682
P61927	P62913
P09619	Q9GZV9
P01889	Q8N743
P68431	Q15291
P22694	Q7Z3S7
P05129	P30154
O75116	P19338
Q9NV56	Q9Y230
Q6FI13	Q86WJ1
Q9P289	Q9Y376
P00451	P00740
P48551	Q9NPH9
O15479	P62750
Q13227	Q13547
Q92542	Q9Y219
P43360	Q53HC9
P23511	P28906
P54619	Q16822
O43295	P60763
Q13554	Q99941
P01563	P52333
P84095	Q9BRR9
Q9H173	Q9Y4G8
P45984	P63215
P10912	Q16619
P19838	P35579
406979	Q13873
P29590	P67870
P12268	Q8N2W9
P17535	P32519
O94972	Q9UBZ4
P27708	Q9Y6K9
P62258	Q684P5
P25786	Q9Y3Q8
P35626	Q8NH92
P62829	P62906
O60925	Q9H254
O43353	P51991
P26442	Q96B02
P24928	P62993
O75469	P20813
O15479	P46781
P11171	P35080
O75365	Q9H2M9
A6NKK0	P35626
O75365	P78330
Q9UNA4	Q9Y3C5
P46527	Q9NRD5
P84022	Q9C0E2
P49888	Q5T3J3
O75030	P50458
P40238	P52333
P41594	P48995
P01579	Q6UXL0
Q03060	Q68CJ9
P04141	P28482
P16234	Q9ULV8
P18146	Q15415
P01137	Q9UBB5
Q96QB1	Q9HBH0
Q04206	Q66LE6
P62993	Q9NRD5
P23467	Q13480
P14416	P16520
P68400	Q14676
P21246	Q15388
O15121	O15260
O95500	Q8N7P3
O43318	P45983
Q9UHD2	Q9UKB1
O14950	Q15746
P14316	P35579
P06241	P35612
P49756	Q00005
O75554	Q14527
O14618	P00441
O75554	P0CG12
O75367	Q9UMX1
O14964	Q9Y4K3
P05388	P62750
O94830	P53618
Q13247	Q8IX12
406911	Q16611
P25025	P30153
P00734	P04070
P08069	Q6S5L8
O15520	Q07890
P48023	P54284
Q9H211	Q9NZJ0
Q10588	Q13237
O95685	Q8TD86
O14775	P34969
P18206	P68032
P54619	Q9Y376
Q9H0E2	Q9Y4C2
P50749	Q16186
P20809	Q6UXL0
Q6ZT07	Q9H173
P43360	Q6NXE6
P24941	P40337
Q9BQD3	Q9NQZ6
P51149	Q9H4B7
O75899	P63096
P06241	Q9HCN6
P62258	Q96E39
A7E2Y1	P60709
P23528	Q8TE04
O75143	O75506
P05412	P16083
P43351	Q14191
P16220	Q96PN7
Q15382	Q9UI14
Q7L4P6	Q93009
Q04206	Q96BH1
P21246	Q9UHF0
P07942	P56199
P17612	P18847
P04637	Q9UBU8
P37108	P49458
O15111	Q7Z406
P11831	P43694
P63165	Q9UER7
Q01201	Q07021
Q05513	Q86YW0
P21675	Q9BQI7
Q16665	Q9UQL6
P36507	Q12959
406991	Q96BR1
P63218	Q13936
O15111	P01375
P07437	P31946
P47871	Q5JWF2
Q9BV47	Q9UBB4
P54274	Q96MF7
P61247	Q9UET6
O15360	P62993
Q09472	Q8N726
P35354	Q16659
O60641	Q13233
P40259	Q05397
J3KMZ3	P50148
P18146	Q99440
P53350	Q16254
Q13315	Q8N3A8
O14508	P24394
P17252	Q13393
Q15233	Q53ET0
P03372	Q15329
P06241	P35568
Q12905	Q9Y265
P22301	Q6UXL0
P26951	P29460
P14625	Q00597
P16234	P21583
P49407	Q08499
O95163	Q13085
P03372	P04155
407037	P02786
Q15834	Q9BRK4
P05231	Q01113
P07900	P43403
O96001	P30154
P42338	Q99490
O43809	P33240
P31946	P49796
Q13535	Q6PJP8
84717	Q13315
O00574	P13501
P08579	Q9NRG4
P60763	Q9BYG5
P62829	P84098
Q14197	Q53H12
O95990	P08670
O15269	P01106
O00505	Q92993
P09619	P53618
P08865	P45973
P19338	Q9UQ80
P84022	Q9HAU4
Q8WVD5	Q9HCE7
Q13315	Q14191
P24522	P68104
P30556	Q9Y210
P05067	P56817
P51681	Q15835
O60359	Q16537
P38405	Q9NZP2
P08648	P29400
P36954	P52435
P14866	P17980
P26358	P62979
P20132	Q14164
Q16637	Q96EN9
P62701	Q15843
Q15796	Q9UJ70
P24864	Q96AV8
P84022	Q9UMN6
P16104	Q13162
P27348	Q9BQA1
P62136	Q8NI77
O60216	Q13315
P39656	P43360
P55060	Q9Y6K9
P20671	Q9UQL6
P10720	P49682
P63104	Q99683
O00587	Q9UM47
P09919	P24394
Q12931	Q8TDR0
P01106	Q00839
O43290	P49756
P31749	P43403
O00148	Q13838
P14866	Q8IYB3
O00471	P35658
P30153	Q9UF02
Q9HBE5	Q9ULV8
P11388	Q13526
O75899	Q9P2W3
Q99708	Q9UQ84
O15018	P01034
P05198	P36873
O43167	Q9Y6E0
P20338	Q12846
P31314	Q16619
P08047	P25490
P00540	Q99640
O95433	Q9Y5H5
O95298	Q9Y6M9
Q04917	Q96N67
P41586	P62873
O95067	P38936
P12830	P15151
Q13522	Q15173
P27348	P48729
P16144	P29400
P08151	P49841
P27986	Q8IZD9
P18031	P62993
O75800	O95628
P08670	Q8N2W9
P49286	P53621
O15264	P62263
O14625	P51681
Q9BUV8	Q9UIA9
P18146	Q6H8Q1
P07910	Q01130
P23142	Q13485
O95140	Q15796
P04229	P28067
P01241	P06748
O14965	P35222
O43623	P56545
P10916	P68032
O00232	Q16401
Q9H5Q4	Q9Y5J5
P15018	Q8IU57
P60900	Q9BQ83
P17612	Q9UKL4
P08700	Q9HBE5
P12830	Q15672
P01106	Q9UQ84
P27986	Q96Q35
P46777	P62888
O14544	P52630
P12931	P16234
Q14644	Q15628
Q00005	Q13188
P61254	Q96BK5
P07949	Q9Y371
P19086	P30542
P24385	Q14103
P51116	Q9UHD2
O75508	Q96B33
Q96SB3	Q9H2G2
P02647	Q14151
P07332	P51805
O60568	Q96KQ7
Q8IVF5	Q9NRI5
O95139	O95178
O60437	Q92817
O43921	P07333
P31751	Q96B36
A8TX70	P17301
Q8NHZ8	Q9NZH5
P63211	Q01970
P05161	Q9UMW8
P13498	Q8NFA2
P19525	Q01094
P41743	Q8TEW0
P25054	Q9C075
P63096	Q8NFM4
P46736	Q9NXR7
P36873	Q13237
P11274	Q13588
Q9NRI5	Q9Y2D1
P52272	Q13233
P49763	Q02763
P51817	P52945
P26583	Q99684
P08754	P42338
P02775	Q8WVM8
P54289	Q9Y5P8
O14908	P17252
P35222	P98177
Q9UL18	Q9Y230
Q8N2W9	Q99607
P09919	Q9HBE5
O75420	Q9UMX1
O95166	O95352
P21673	Q7L5N1
O00238	O95747
P04637	P29590
P14174	Q86XK2
O43353	Q15759
P51531	Q13315
P25208	Q15011
O95260	Q13535
P78369	Q96AP7
P60484	Q01094
P62256	Q96DV4
O00161	P51116
P15153	Q8N392
P25024	Q14847
P45983	Q8WXG6
P46777	P62891
P38432	Q96KG9
P17980	Q16665
P29460	Q14626
O75489	P35232
P23677	Q9NZT1
O15360	P46108
O00206	P00533
Q13546	Q14257
Q14839	Q8IZH2
Q9H361	Q9UIV1
O60244	Q96HR3
P29597	Q99062
P04156	P68400
P05091	Q14197
O60711	P48059
P13612	P21333
O15504	O75694
O95859	Q00604
P50549	Q16659
P30480	Q9Y230
P17980	P43686
P14854	Q8IXH7
P18509	P27487
O15360	Q8N2Z9
P05388	P83731
P19793	Q71SY5
O00459	P06401
O15255	O60381
O15264	P67809
P60763	Q9UPY6
P54253	Q13049
P20333	Q9GZR1
O15111	P42345
P37288	Q03113
P62993	Q16620
Q969V6	Q9ULH7
O60383	Q12906
O00303	Q14164
O95067	Q9UM11
Q7Z6B7	Q9H4E5
P40616	Q96JB5
Q8TDB6	Q99466
P27361	P62873
P43686	P62195
Q13426	Q7Z2E3
P63092	Q99614
P05386	Q02543
P14635	Q13573
P61964	Q6DRA6
Q9BUF5	Q9Y6G9
P21452	P50148
Q9H553	Q9Y6Y8
Q5JQF8	Q8IYD1
P01112	Q5VWQ8
O75159	P42701
P05783	Q16539
P62873	Q99677
P04637	Q96EB6
Q6VN20	Q9C0A0
O75626	P26010
O15123	P09619
Q92616	Q9UKV8
P15172	P55036
O00231	Q13200
Q15572	Q16514
Q92765	Q9NZC4
P61353	Q99558
P61978	Q15560
P43686	Q9Y4K3
P19338	Q00987
P31947	Q70EL4
O00159	P62993
P04179	P40337
O95793	Q8N4N8
P20073	Q5SZQ8
P01148	P30968
Q92765	Q9H1J5
P14780	P18146
P61981	Q08AD1
O95072	Q8NDV3
P47900	P84996
P63261	Q08043
P34998	P63092
P15374	P62979
Q9P2K6	Q9UHV2
406930	O75116
Q9H0R8	Q9UPU7
P05386	P62829
P08754	P27986
P35228	Q99836
P62987	Q9Y3U8
P09874	P16104
O75578	P02452
P18146	Q92629
P01023	Q92890
P62244	P62280
Q09028	Q92800
Q16629	Q8IX12
O60739	Q8N983
P11940	P50616
P20338	Q96RG2
P01009	P08246
Q8IZ13	Q9P2H0
P31785	Q9UHD0
Q9H840	Q9Y3F4
Q13643	Q8TBB1
P05386	P51681
P09874	P55854
O14933	Q8N5U6
P10276	Q6GMV2
494324	P46937
P51813	Q13480
Q6ZMV9	Q92624
P08754	Q8WZA2
P39019	Q96BK5
P08246	Q99684
O43734	P10914
P32121	Q9GZK3
O14924	P05556
P08151	Q9UMX1
P08962	P56539
Q05655	Q3MJ16
P62136	Q13547
Q13467	Q9UK32
A8K6C2	P48357
P14415	P22694
Q14240	Q9H074
P20366	P27487
P01889	P49321
P15260	Q8IU54
P27986	PB_10
P32246	Q92583
Q99623	Q9Y4E8
O43283	P30048
P25786	P25789
O96013	P63000
P62258	Q8IWU9
P63000	Q9P2F6
O14978	Q8WV44
A6NIT4	P08887
P01100	P17861
P17252	P26012
Q13145	Q9NPG1
Q05655	Q9NSI5
O76093	P22607
P81605	Q92956
P23381	P40926
P63010	Q15811
O95865	P05026
P78352	P98164
P01562	Q99665
P24723	Q8IWT0
Q86W26	Q9UNN5
O15541	Q14498
P61073	Q99731
P30519	Q96AW1
Q15008	Q16401
Q8IZD9	Q9H2G2
Q13315	Q92966
P63151	Q13698
Q6ZU52	Q9H257
P08727	Q15154
O95433	Q14185
Q13418	Q9Y243
Q5TAQ9	Q969Y2
P27986	Q99836
O95433	Q9UN72
P48736	Q99490
P23511	Q13952
P50150	Q01970
Q00587	Q93062
P63098	Q13469
P04745	Q08945
P04746	P55259
O75937	Q16629
P19429	P63316
Q9BZZ5	Q9UKV3
O95886	P06241
P38936	Q9NPI5
P04070	P67870
O00329	P17301
Q9H469	Q9P2P5
P41968	Q96G30
P06241	P07900
O60674	P51685
P08138	P09038
P62277	Q53EL6
P09341	P46092
P51946	Q13330
A6NIT4	Q13261
P07333	Q9NR46
P28324	P53778
Q00839	Q14103
O95685	P63104
P27348	Q04917
P49407	P50053
P56749	Q9NRL3
P18077	P62891
P49759	Q9BZL1
P00558	Q9NR46
2310	Q13485
P35232	Q14197
Q96GM8	Q9BQA1
P42568	Q9UHB7
Q6DRA6	Q9C005
O95071	O95402
P17535	P53539
Q13315	Q92636
P49792	P61956
Q07343	Q16566
P16234	P48736
P18146	Q99767
Q14653	Q9Y3R0
P12004	Q9UNS1
P51965	Q9NVP2
P14635	Q99459
P01019	P13727
P18146	Q13126
P51685	P55774
Q14247	Q9H8Y5
P10276	P63279
P08047	P14780
P04637	Q9H0E9
O14939	P10301
P01116	P07910
Q13616	Q9Y3I1
O15047	Q6DN03
P50150	Q99677
O14654	Q00005
P14416	P50151
P21359	P34741
P08476	P09529
P11274	P46108
O60229	P19021
P24394	Q13191
Q99962	Q99963
407050	P40763
P42224	Q13535
P04156	Q969X6
P07737	Q5T3J3
O75533	P61981
Q969G3	Q99459
P16220	Q8N5C7
P15407	P18848
P14151	Q12778
P27824	Q9Y244
O94874	Q9Y2Q3
P68104	Q96RG2
P48039	P59768
P62263	Q15654
Q00978	Q5VTD9
P27986	P48023
Q01201	Q04206
Q7L576	Q9Y2A7
O43852	P02743
P19387	Q15560
P52565	Q96PU5
P42574	Q9Y297
P32969	P62899
P0CG48	Q15025
P13569	Q9HBW0
Q13315	Q6ZN55
P02461	P26010
P54257	Q14203
P16220	Q7Z6A9
P35558	Q9Y478
P01112	P09619
P51812	Q9Y2Q3
Q6P1J9	Q9ULH0
P10415	Q16611
P12956	P20827
Q96A65	Q9NR09
P04222	P21266
406947	P17676
P53779	Q9NYJ8
P14784	Q13007
P08754	Q9UK08
P01350	P02787
P01106	Q15365
Q13451	Q9Y572
Q71U36	Q9NRH3
O15055	Q13616
P43405	Q14242
P16333	P98082
Q02930	Q13237
Q13042	Q9NYG5
P30154	P32121
P35968	Q9Y264
P18564	P21815
Q01130	Q14683
P31948	Q14164
P05129	P47712
P16520	P63211
P30876	Q86UL8
P31749	Q05195
P60709	P62760
Q68EM7	Q9H4E5
P18146	Q8IZD2
P05023	Q92569
P04179	P62330
P19429	P22612
Q69YQ0	Q9BZE0
Q15038	Q5VWP2
O94906	Q13123
P56524	Q06413
P84022	Q13616
P13569	P51790
O15360	P12931
P27361	Q9UK32
Q13554	Q68CJ9
P22612	P26678
P54646	Q9NQR9
P08581	Q12913
P30050	P35268
Q15797	Q9ULH7
O75626	Q9H334
P19838	Q9Y2T4
P16471	P35225
P54274	Q15691
P08754	P30939
P0CG47	Q13485
O00165	P27348
P01579	P10914
P04637	Q00597
P02768	Q8TAG9
P30550	P50148
O75030	Q9Y6X2
Q15906	Q6ZRS2
P03372	P36873
O60934	Q9BXW9
P26232	P68032
Q9H9G7	Q9Y230
P61313	Q02543
P46776	Q9UNX3
P52907	Q99459
O14638	P62993
P54646	Q15717
O00488	Q13387
Q07889	Q8N264
O75365	Q9P035
P41743	Q9Y4G8
406956	P46527
P14778	Q12933
O43915	P22607
P52756	Q5T3J3
P25025	P32298
P30556	P32121
P40238	Q05516
Q14254	Q9BX66
P01106	Q92802
O60936	P0C1Z6
Q09472	Q68CJ9
P32969	Q8TB05
O14757	Q8IY92
O95163	O95295
P31749	Q9Y534
P63215	Q15759
Q01094	Q14566
P51148	Q9H1K0
P19419	P62380
P06213	P21781
Q12840	Q16637
O43566	P20701
Q96SB3	Q9Y243
Q01130	Q5JVS0
O60341	Q5FWF5
Q12789	Q9H1I8
P18545	Q13956
P09467	P51116
Q13616	Q9UKB1
O00488	O43318
P08670	P47712
O75508	P56750
P06400	Q14653
P63098	Q9UJX2
Q07889	Q9BPX5
Q9HAW0	Q9Y678
Q96BD6	Q9UBF6
Q13618	Q693B1
P52701	Q13573
O60493	Q14164
P12814	Q8WWI1
P48443	Q9UHV7
P01588	Q01344
Q03014	Q04724
P17844	Q92979
Q5JQF8	Q9UFF9
Q05519	Q08170
P01889	Q7KZF4
P62753	Q00005
P12931	P42338
P60568	Q9HBE5
P38398	Q6STE5
O75116	Q02045
P10600	P49746
P11487	P29317
P62380	Q8N357
O75800	Q9Y478
Q13315	Q9NYB0
P59768	Q9HBW0
Q13330	Q9BTC8
P23786	Q14197
P01127	Q13442
P16885	P19235
Q99623	Q9H9G7
P42768	P63000
Q15424	Q8WXA9
P63092	Q99459
O75448	P28702
P52757	P61586
P25786	P49721
P40933	P42702
P35442	Q05397
P31749	Q15118
O15027	P49642
P51668	Q9BY78
Q9H1K0	Q9H4M9
P26599	P29965
P32121	Q8NGX3
P50281	Q05655
P01589	P15884
Q13309	Q5MJ70
P55001	P62805
P33240	Q9HBU1
P00533	Q2TAY7
Q96T58	Q9UGV2
P25205	P62805
O00422	P08151
O75554	Q15428
O00410	Q9H0R8
Q13112	Q99877
P08651	P14672
P68133	Q9H0E9
P27708	Q01201
P08754	P46092
P53708	P56945
Q8N5I3	Q9BY27
P46100	Q13573
Q6ZVK8	Q8TBN0
P09471	Q00722
P39656	P56537
P38936	Q99832
O75791	P29353
P84996	Q13639
O14920	P09874
P15498	Q04759
P62330	Q9H993
Q13617	Q15370
O95644	Q13469
O94806	Q96B18
P29275	P50148
P10914	Q92793
P07996	P26012
P02768	Q9GZU2
O96013	Q14155
P01106	Q8N2A8
P01574	Q8WXG1
Q14919	Q9Y3D8
P62910	P62913
P49841	Q12873
Q96BH1	Q96LR5
P53778	Q8WZA2
P35626	Q9H343
Q9Y5U8	Q9Y5V3
P51693	Q99547
O95777	Q9NZM3
O75528	Q01658
Q01081	Q08211
P02787	P17931
Q15287	Q96S94
P30876	P49841
O14641	P19784
O60830	Q9BQ83
P19793	Q9NPJ4
P21506	Q13263
P05107	Q9Y490
P15529	Q9UEW8
O15444	P51681
P48507	Q9BRT8
P19404	Q16795
P28070	Q9Y5K5
P78536	Q9UM47
P16871	P30048
O14531	Q16555
P04183	Q71U36
P07910	P38159
P20265	Q00403
O14744	P63104
P08670	Q9UI14
O60313	Q15796
O75899	Q9UK08
P05386	Q9H840
O14561	P03886
P30153	Q16537
P05387	P42766
Q07020	Q9UQ80
P14923	P25054
P48736	Q9P2W3
B1A4H9	Q5VWK5
P68363	Q96RT8
P07333	P42338
Q12968	Q13555
P19235	P23458
O75821	P05198
O75376	Q16576
P10911	Q07912
P40763	Q14289
P06400	P15336
O60641	Q13936
P05556	Q12929
P42331	P62745
P22492	P49841
Q8NHV9	Q92993
O15524	P08887
P01112	Q9Y4K3
P19012	Q14533
P23511	P24522
P84022	Q9UI36
P20701	P36941
P26441	Q14626
A8MYU2	P17612
P60880	Q9Y3C0
P08069	P19174
O95816	Q13077
Q9BVJ7	Q9UBC3
P52333	Q6UXL0
P18084	P49746
P08134	Q9NZN5
O95760	Q01638
P02771	P30480
P53350	Q5SQH8
P13612	P53420
406884	P01116
P08134	Q14185
P26006	Q13683
Q13573	Q9H0H5
Q15759	Q9Y4K3
A6NIT4	Q13651
P28324	P28482
O94810	P18146
O15264	P60842
P04637	P49848
O15230	P26006
O95352	Q9GZQ8
O43676	P03897
O60258	P22607
Q04759	Q16236
Q08397	Q9UBX5
Q6NUN9	Q9BVJ7
P62807	Q9P0M6
Q05516	Q13547
O75051	Q8N3X1
P16333	Q7Z494
Q13315	Q8IXK0
O15111	P63261
P02545	P50402
P40337	P99999
P10242	Q9UBE8
P01568	P40238
P80098	Q08117
P47872	Q5JWF2
O75044	P63000
P11686	Q9H334
P35609	Q08043
Q13137	Q9BUY5
Q00341	Q13573
Q16566	Q8TD86
P53539	P53779
P02751	Q13797
P62750	P62906
P16520	Q99677
Q14566	Q9Y4K3
O75167	P12931
P22612	Q9UK08
P22736	Q92831
P00519	P06239
Q9H6R7	Q9Y265
P21580	Q8IVM0
P05129	P10301
P62269	Q9UHD2
P05015	P40238
P0CG48	Q9UGI0
P04156	P08047
Q13564	Q15843
O14641	O15169
P40189	Q14626
P15170	Q92900
O75400	P26368
P24941	Q99708
Q15233	Q9Y572
P01308	P07333
O75528	Q86TJ2
P46777	Q92901
O15519	P42574
P11279	P51149
P62166	Q9UBF8
P62714	Q9Y624
O94979	P13805
P08922	P29350
O15379	Q16778
P19174	P27986
Q7Z4K8	Q9H832
O14939	P62070
Q92621	Q9UKX7
P01106	Q9GZR7
P60709	Q04759
P31314	P49767
O00566	P62136
O14579	Q99816
P31949	P40337
P06239	P24468
O43795	O75365
P27987	Q9NZT1
P24394	P25942
P49683	Q9C0E4
P60660	Q86YV6
P31321	Q13485
P08047	Q12882
O00459	P16410
P22392	P52434
O94864	P21246
O95696	Q8WYH8
P05129	Q86XP0
P42858	Q12873
O15519	P50591
Q96D21	Q9HAU4
O14950	Q9H1R3
P41231	P50148
P30411	Q9UBI6
O43182	P60953
Q15047	Q15102
P78552	Q8TDR0
P25705	P62993
P27986	Q9NRJ4
Q96A72	Q9NP66
O75593	Q15796
P62136	Q15428
P05771	Q9H492
P39023	P83881
P29350	Q9Y286
O00716	Q75NE6
P27986	Q92918
P55157	Q9P1A6
P23469	P29353
Q07912	Q969R8
P58107	P60520
P58012	Q96EB6
Q9NZH5	Q9UJX6
Q14164	Q9UHD2
P01892	P43630
P15248	Q9HBE5
O75592	P68036
P11473	Q09472
Q14117	Q9BPU6
Q96PY6	Q9NPD3
P04183	P51693
O95298	P03891
O14543	P40238
P10275	Q9Y618
P28749	P51610
Q13435	Q9HCS7
P45985	Q15759
P26715	P30466
O75365	Q15386
P54136	Q14164
P01106	Q9P2G3
P10276	P55317
P30443	P43626
P38432	Q8NHQ1
P05388	P18124
O75251	O95168
P45983	P68133
P05231	P24394
O00213	Q07954
Q99717	Q9UIS9
Q13561	Q13573
O76081	P55157
O75694	P49790
Q15834	Q96M91
O14964	P49418
O00631	P18146
O75626	P42336
Q13620	Q9BQ67
O95167	P56556
P63211	Q13698
P25786	Q9H1Y0
P19878	Q02556
P24863	Q00526
Q13885	Q9NXU5
P62910	Q02878
P01106	Q14697
O60503	P22694
P32121	Q8NGI8
O14818	Q14164
Q13023	Q15788
P35968	P49763
A8K6C2	P78552
P38405	Q8NGF1
P04271	P14136
P10415	Q96PG8
Q00722	Q9BYG5
Q9UBF6	Q9Y576
P42768	Q8WV41
P55210	Q01094
P05771	P67775
Q71U36	Q92974
P16104	Q9NV56
P05412	Q15796
P11387	P19525
P26651	Q92841
P61981	Q92905
O14640	Q9Y6M4
406903	P28358
O43929	Q9UJX2
Q99549	Q9P0V3
P17676	P17947
P54253	Q70EL1
O60888	P62993
Q9NWB1	Q9Y3T9
P08754	P32248
P16403	Q04206
O75159	P42702
P00403	Q9UJM3
P56945	Q9H2G2
P38646	Q99759
P31749	P98177
442890	Q9UKA9
P08571	Q12841
O75694	Q9BW27
P46940	P60763
P63092	Q01726
P78352	Q9UHC3
P35626	Q8NGJ6
Q96HR3	Q9NVC6
P30273	P32519
P53778	P63211
P27105	Q9UHX1
Q5VVX9	Q7Z419
O60674	P51679
P18846	Q16649
P22694	Q99941
O60262	P53778
O95931	Q8IXK0
P32121	Q6DKI1
Q01668	Q13224
P46977	Q86WV6
Q9GZT3	Q9Y4K3
Q9H492	Q9NS87
P17535	P20809
O95167	P03891
Q8TAF3	Q9NW38
Q13422	Q13547
O43261	Q9P2H0
P17612	P54709
Q14197	Q9H845
P01106	Q9C0K1
Q8TEQ6	Q9UHI6
P49841	Q9UNZ2
P15336	P63279
P11142	Q9HCU9
O43741	P35558
Q13042	Q15796
O00459	O00463
P15336	P22303
Q14181	Q8IYT8
O14807	Q7LDG7
O14908	Q9P0V3
O14964	Q13153
Q08211	Q99873
P10276	P14866
P24941	Q08050
B1A4H9	P17181
P01243	Q9UM73
P35557	P36956
Q01085	Q13573
O00429	P10809
O96017	Q96NY9
Q9NRR5	Q9NYW0
P16220	P38398
O60237	Q01449
Q6UWE0	Q8IX04
O75529	P68431
O00233	O00487
Q00005	Q71UM5
Q13191	Q9H8Y8
A6NL08	P32121
O00231	Q13573
P16520	Q16539
P08172	P16520
P01106	Q969H0
Q13255	Q9NSC5
Q86TA1	Q8WXI2
Q5VVX9	Q9BYM8
Q00610	Q15628
P05412	Q9Y6K9
O00483	O15239
P61088	Q9Y3C5
O95298	P56556
Q05516	Q9Y618
P21246	P78537
A8MYU2	Q13976
P31947	Q6NUK4
Q5SXM2	Q99459
P52597	Q13573
Q7Z2V1	Q96E35
O14933	Q06587
P05451	Q06141
Q8IXI1	Q9P286
P50552	Q13153
P49810	Q9Y219
P23470	Q9UM73
P11474	P48552
Q14CB8	Q9NP66
P62841	P62857
P19438	Q9NXR7
P16619	P32248
P42701	P52333
406933	P37275
P98177	Q9HBY8
P05154	P20151
Q9Y572	Q9Y6U3
P45984	Q15759
Q96I34	Q9NRX4
P20671	Q93079
P01562	Q9HC73
A8K6C2	P42702
P00367	Q99558
O15519	Q16658
P04406	Q13315
P39019	P62633
P63000	Q7Z6J0
O15230	Q9BSF8
P16885	P62158
P01100	P24385
P13945	P32298
P15884	Q14526
P26368	Q92620
P04637	Q9NQ88
P09038	P16234
P30307	P32243
P01100	Q16539
Q13261	Q9ULV8
P11142	Q9UKG9
P01375	P21810
O43251	Q96MA1
P48454	Q13522
406981	Q8WY64
P08708	P62841
Q9H1Y0	Q9UJZ1
P01243	Q13485
Q15111	Q99928
P19474	P63316
P15056	Q15349
P35225	Q8IU57
P10589	P41235
P62979	Q13155
Q13526	Q9UJY4
P27348	Q14678
Q15149	Q6WCQ1
P43405	Q15139
Q13114	Q92844
P36873	Q9BUA6
P62877	Q13616
P18146	P54219
O60832	P43307
P63279	Q86Y13
Q9C005	Q9UPS6
Q13616	Q99459
O76093	P11362
P18545	P63211
P62877	P63208
Q86U86	Q9P2D1
P01730	Q01196
P33991	Q8WYB5
Q13535	Q9NUW8
P15056	P61981
Q92752	Q9UKX5
O95631	Q6UXZ4
P01106	Q9Y2I7
P24522	Q13561
P41220	P63167
P26992	Q92624
Q15628	Q9NVI7
P83876	Q9BUQ8
P35626	Q8NGP8
